Flambelle,https://static.wikia.nocookie.net/palworld/images/1/19/Flambelle.png
Rooby,https://static.wikia.nocookie.net/palworld/images/e/e5/Rooby.png
Mau,https://static.wikia.nocookie.net/palworld/images/2/21/Mau.png
Mau Cryst,https://static.wikia.nocookie.net/palworld/images/b/bf/Mau_Cryst.png
Rushoar,https://static.wikia.nocookie.net/palworld/images/6/6d/Rushoar.png
Foxparks,https://static.wikia.nocookie.net/palworld/images/d/dd/Foxparks.png
Foxparks Cryst,https://static.wikia.nocookie.net/palworld/images/1/14/Foxparks_Cryst.png
Killamari,https://static.wikia.nocookie.net/palworld/images/b/bf/Killamari.png
Killamari Primo,https://static.wikia.nocookie.net/palworld/images/4/40/Killamari_Primo.png
Fuddler,https://static.wikia.nocookie.net/palworld/images/b/ba/Fuddler.png
Eikthyrdeer,https://static.wikia.nocookie.net/palworld/images/5/59/Eikthyrdeer.png
Eikthyrdeer Terra,https://static.wikia.nocookie.net/palworld/images/a/ac/Eikthyrdeer_Terra.png
Direhowl,https://static.wikia.nocookie.net/palworld/images/1/14/Direhowl.png
Caprity,https://static.wikia.nocookie.net/palworld/images/5/5f/Caprity.png
Caprity Noct,https://static.wikia.nocookie.net/palworld/images/d/d3/Caprity_Noct.png
Swee,https://static.wikia.nocookie.net/palworld/images/7/73/Swee.png
Sweepa,https://static.wikia.nocookie.net/palworld/images/9/93/Sweepa.png
Turtacle,https://static.wikia.nocookie.net/palworld/images/c/c2/Turtacle.png
Turtacle Terra,https://static.wikia.nocookie.net/palworld/images/b/bf/Turtacle_Terra.png
Hangyu,https://static.wikia.nocookie.net/palworld/images/6/6c/Hangyu.png
Hangyu Cryst,https://static.wikia.nocookie.net/palworld/images/d/df/Hangyu_Cryst.png
Woolipop,https://static.wikia.nocookie.net/palworld/images/0/0f/Woolipop.png
Woolipop Terra,https://static.wikia.nocookie.net/palworld/images/7/71/Woolipop_Terra.png
Mozzarina,https://static.wikia.nocookie.net/palworld/images/9/9d/Mozzarina.png
Azurobe,https://static.wikia.nocookie.net/palworld/images/b/bc/Azurobe.png
Azurobe Cryst,https://static.wikia.nocookie.net/palworld/images/3/30/Azurobe_Cryst.png
Sparkit,https://static.wikia.nocookie.net/palworld/images/e/ee/Sparkit.png
Kelpsea,https://static.wikia.nocookie.net/palworld/images/1/17/Kelpsea.png
Kelpsea Ignis,https://static.wikia.nocookie.net/palworld/images/d/d7/Kelpsea_Ignis.png
Ribunny,https://static.wikia.nocookie.net/palworld/images/f/f1/Ribbuny.png
Ribunny Botan,https://static.wikia.nocookie.net/palworld/images/8/85/Ribbuny_Botan.png
Jelliette,https://static.wikia.nocookie.net/palworld/images/7/75/Jelliette.png
Jellroy,https://static.wikia.nocookie.net/palworld/images/2/28/Jellroy.png
Amione,https://static.wikia.nocookie.net/palworld/images/5/51/Animone.webp
Gloopie,https://static.wikia.nocookie.net/palworld/images/3/37/Gloopie.png
Gloopie Primo,https://static.wikia.nocookie.net/palworld/images/c/c9/Gloopie_Primo.png
Galeclaw,https://static.wikia.nocookie.net/palworld/images/8/8a/Galeclaw.png
Wispaw,https://static.wikia.nocookie.net/palworld/images/a/ad/Wispaw.png
Nitewing,https://static.wikia.nocookie.net/palworld/images/b/bf/Nitewing.png
Tombat,https://static.wikia.nocookie.net/palworld/images/1/17/Tombat.png
Tocotoco,https://static.wikia.nocookie.net/palworld/images/d/d9/Tocotoco.png
Univolt,https://static.wikia.nocookie.net/palworld/images/2/25/Univolt.png
Univolt Cryst,https://static.wikia.nocookie.net/palworld/images/d/dc/Univolt_Cryst.png
Gobfin,https://static.wikia.nocookie.net/palworld/images/f/f9/Gobfin.png
Gobfin Ignis,https://static.wikia.nocookie.net/palworld/images/6/67/Gobfin_Ignis.png
Loupmoon,https://static.wikia.nocookie.net/palworld/images/f/f8/Loupmoon.png
Loupmoon Cryst,https://static.wikia.nocookie.net/palworld/images/b/b7/Loupmoon_Cryst.png
Cawgnito,https://static.wikia.nocookie.net/palworld/images/d/d1/Cawgnito.png
Arsox,https://static.wikia.nocookie.net/palworld/images/a/a4/Arsox.png
Muffly,https://static.wikia.nocookie.net/palworld/images/a/a3/Muffly.png
Bristla,https://static.wikia.nocookie.net/palworld/images/4/40/Bristla.png
Cinnamoth,https://static.wikia.nocookie.net/palworld/images/c/cb/Cinnamoth.png
Puffolt,https://static.wikia.nocookie.net/palworld/images/9/9a/Puffolt.png
Elphidran,https://static.wikia.nocookie.net/palworld/images/3/34/Elphidran.png
Elphidran Aqua,https://static.wikia.nocookie.net/palworld/images/6/65/Elphidran_Aqua.png
Vanwyrm,https://static.wikia.nocookie.net/palworld/images/8/89/Vanwyrm.png
Vanwyrm Cryst,https://static.wikia.nocookie.net/palworld/images/4/42/Vanwyrm_Cryst.png
Felbat,https://static.wikia.nocookie.net/palworld/images/c/c7/Felbat.png
Vaelet,https://static.wikia.nocookie.net/palworld/images/a/a0/Vaelet.png
Beegarde,https://static.wikia.nocookie.net/palworld/images/5/56/Beegarde.png
Elizabee,https://static.wikia.nocookie.net/palworld/images/6/6d/Elizabee.png
Lovander,https://static.wikia.nocookie.net/palworld/images/a/af/Lovander.png
Grintale,https://static.wikia.nocookie.net/palworld/images/0/09/Grintale.png
Tarantriss,https://static.wikia.nocookie.net/palworld/images/b/b8/Tarantriss.png
Polapup,https://static.wikia.nocookie.net/palworld/images/f/ff/Polapup.png
Polapup Terra,https://static.wikia.nocookie.net/palworld/images/b/bc/Polapup_Terra.png
Leezpunk,https://static.wikia.nocookie.net/palworld/images/4/4d/Leezpunk.png
Leezpunk Ignis,https://static.wikia.nocookie.net/palworld/images/b/ba/Leezpunk_Ignis.png
Gorirat,https://static.wikia.nocookie.net/palworld/images/8/8f/Gorirat.png
Gorirat Terra,https://static.wikia.nocookie.net/palworld/images/2/26/Gorirat_Terra.png
Surfent,https://static.wikia.nocookie.net/palworld/images/f/f9/Surfent.png
Surfent Terra,https://static.wikia.nocookie.net/palworld/images/6/63/Surfent_Terra.png
Robinquill,https://static.wikia.nocookie.net/palworld/images/1/13/Robinquill.png
Robinquill Terra,https://static.wikia.nocookie.net/palworld/images/4/42/Robinquill_Terra.png
Flopie,https://static.wikia.nocookie.net/palworld/images/f/f0/Flopie.png
Wixen,https://static.wikia.nocookie.net/palworld/images/f/fd/Wixen.png
Wixen Noct,https://static.wikia.nocookie.net/palworld/images/b/bd/Wixen_Noct.png
Katress,https://static.wikia.nocookie.net/palworld/images/8/8d/Katress.png
Katress Ignis,https://static.wikia.nocookie.net/palworld/images/9/9e/Katress_Ignis.png
Helzephyr,https://static.wikia.nocookie.net/palworld/images/9/9d/Helzephyr.png
Helzephyr Lux,https://static.wikia.nocookie.net/palworld/images/0/0f/Helzephyr_Lux.png
Elgrove,https://static.wikia.nocookie.net/palworld/images/e/e3/Elgrove.png
Elgrove Cryst,https://static.wikia.nocookie.net/palworld/images/0/0d/Elgrove_Cryst.png
Lunaris,https://static.wikia.nocookie.net/palworld/images/c/ce/Lunaris.png
Fenglope,https://static.wikia.nocookie.net/palworld/images/3/31/Fenglope.png
Fenglope Lux,https://static.wikia.nocookie.net/palworld/images/d/df/Fenglope_Lux.png
Dinossom,https://static.wikia.nocookie.net/palworld/images/9/99/Dinossom.png
Dinossom Lux,https://static.wikia.nocookie.net/palworld/images/b/b7/Dinossom_Lux.png
Bushi,https://static.wikia.nocookie.net/palworld/images/c/c0/Bushi.png
Bushi Noct,https://static.wikia.nocookie.net/palworld/images/5/56/Bushi_Noct.png
Munchill,https://static.wikia.nocookie.net/palworld/images/0/0b/Munchill.png
Mammorest,https://static.wikia.nocookie.net/palworld/images/2/26/Mammorest.png
Mammorest Cryst,https://static.wikia.nocookie.net/palworld/images/3/34/Mammorest_Cryst.png
Finsider,https://static.wikia.nocookie.net/palworld/images/4/41/Finsider.png
Finsider Ignis,https://static.wikia.nocookie.net/palworld/images/3/39/Finsider_Ignis.png
Petallia,https://static.wikia.nocookie.net/palworld/images/4/4e/Petallia.png
Petallia Ignis,https://static.wikia.nocookie.net/palworld/images/1/12/Petallia_Ignis.png
Leafan,https://static.wikia.nocookie.net/palworld/images/c/c0/Leafan.png
Incineram,https://static.wikia.nocookie.net/palworld/images/b/b1/Incineram.png
Incineram Noct,https://static.wikia.nocookie.net/palworld/images/7/76/Incineram_Noct.png
Dazzi,https://static.wikia.nocookie.net/palworld/images/9/99/Dazzi.png
Dazzi Noct,https://static.wikia.nocookie.net/palworld/images/5/5f/Dazzi_Noct.png
Pyrin,https://static.wikia.nocookie.net/palworld/images/a/ab/Pyrin.png
Pyrin Noct,https://static.wikia.nocookie.net/palworld/images/7/72/Pyrin_Noct.png
Relaxaurus,https://static.wikia.nocookie.net/palworld/images/0/0d/Relaxaurus.png
Relaxaurus Lux,https://static.wikia.nocookie.net/palworld/images/7/72/Relaxaurus_Lux.png
Foxcicle,https://static.wikia.nocookie.net/palworld/images/7/7b/Foxcicle.png
Beakon,https://static.wikia.nocookie.net/palworld/images/6/67/Beakon.png
Beakon Cryst,https://static.wikia.nocookie.net/palworld/images/2/25/Beakon_Cryst.png
Ghangler,https://static.wikia.nocookie.net/palworld/images/e/e5/Ghangler.png
Ghangler Ignis,https://static.wikia.nocookie.net/palworld/images/2/2c/Ghangler_Ignis.png
Rayhound,https://static.wikia.nocookie.net/palworld/images/2/26/Rayhound.png
Rayhound Cryst,https://static.wikia.nocookie.net/palworld/images/a/a2/Rayhound_Cryst.png
Menasting,https://static.wikia.nocookie.net/palworld/images/2/2e/Menasting.png
Menasting Terra,https://static.wikia.nocookie.net/palworld/images/b/b8/Menasting_Terra.png
Needoll,https://static.wikia.nocookie.net/palworld/images/7/7a/Needoll.png
Needoll Noct,https://static.wikia.nocookie.net/palworld/images/f/f6/Needoll_Noct.png
Reindrix,https://static.wikia.nocookie.net/palworld/images/5/5f/Reindrix.png
Mossanda,https://static.wikia.nocookie.net/palworld/images/b/b5/Mossanda.png
Mossanda Lux,https://static.wikia.nocookie.net/palworld/images/4/4b/Mossanda_Lux.png
Chillet,https://static.wikia.nocookie.net/palworld/images/5/50/Chillet.png
Chillet Ignis,https://static.wikia.nocookie.net/palworld/images/e/e2/Chillet_Ignis.png
Ragnahawk,https://static.wikia.nocookie.net/palworld/images/c/c3/Ragnahawk.png
Moldron,https://static.wikia.nocookie.net/palworld/images/9/98/Moldron.png
Moldron Cryst,https://static.wikia.nocookie.net/palworld/images/4/42/Moldron_Cryst.png
Palumba,https://static.wikia.nocookie.net/palworld/images/f/f4/Palumba.png
Digtoise,https://static.wikia.nocookie.net/palworld/images/9/98/Digtoise.png
Broncherry,https://static.wikia.nocookie.net/palworld/images/8/81/Broncherry.png
Broncherry Aqua,https://static.wikia.nocookie.net/palworld/images/1/18/Broncherry_Aqua.png
Dumud,https://static.wikia.nocookie.net/palworld/images/8/89/Dumud.png
Dumud Gild,https://static.wikia.nocookie.net/palworld/images/b/b1/Dumud_Gild.png
Braloha,https://static.wikia.nocookie.net/palworld/images/8/89/Braloha.png
Kitsun,https://static.wikia.nocookie.net/palworld/images/c/c4/Kitsun.png
Kitsun Noct,https://static.wikia.nocookie.net/palworld/images/f/f0/Kitsun_Noct.png
Blazehowl,https://static.wikia.nocookie.net/palworld/images/6/6a/Blazehowl.png
Blazehowl Noct,https://static.wikia.nocookie.net/palworld/images/a/a2/Blazehowl_Noct.png
Warsect,https://static.wikia.nocookie.net/palworld/images/3/3a/Warsect.png
Warsect Terra,https://static.wikia.nocookie.net/palworld/images/0/03/Warsect_Terra.png
Frostplume,https://static.wikia.nocookie.net/palworld/images/e/e4/Frostplume.png
Majex,https://static.wikia.nocookie.net/palworld/images/4/40/Majex.png
Sibelyx,https://static.wikia.nocookie.net/palworld/images/c/cb/Sibelyx.png
Sibelyx Primo,https://static.wikia.nocookie.net/palworld/images/7/73/Sibelyx_Primo.png
Maraith,https://static.wikia.nocookie.net/palworld/images/7/7c/Maraith.png
Shroomer,https://static.wikia.nocookie.net/palworld/images/a/a6/Shroomer.png
Shroomer Noct,https://static.wikia.nocookie.net/palworld/images/6/66/Shroomer_Noct.png
Icelyn,https://static.wikia.nocookie.net/palworld/images/c/c0/Icelyn.png
Gildra,https://static.wikia.nocookie.net/palworld/images/a/ae/Gildra.png
Jormuntide,https://static.wikia.nocookie.net/palworld/images/9/95/Jormuntide.png
Jormuntide Ignis,https://static.wikia.nocookie.net/palworld/images/f/f8/Jormuntide_Ignis.png
Suzaku,https://static.wikia.nocookie.net/palworld/images/1/1a/Suzaku.png
Suzaku Aqua,https://static.wikia.nocookie.net/palworld/images/2/22/Suzaku_Aqua.png
Dazemu,https://static.wikia.nocookie.net/palworld/images/b/b0/Dazemu.png
Quivern,https://static.wikia.nocookie.net/palworld/images/c/cc/Quivern.png
Quivern Botan,https://static.wikia.nocookie.net/palworld/images/6/67/Quivern_Botan.png
Lullu,https://static.wikia.nocookie.net/palworld/images/1/14/Lullu.png
Kikit,https://static.wikia.nocookie.net/palworld/images/e/e0/Kikit.png
Yakumo,https://static.wikia.nocookie.net/palworld/images/b/ba/Yakumo.png
Skutlass,https://static.wikia.nocookie.net/palworld/images/d/d4/Skutlass.png
Skutlass Ignis,https://static.wikia.nocookie.net/palworld/images/e/e4/Skutlass_Ignis.png
Reptyro,https://static.wikia.nocookie.net/palworld/images/e/e4/Reptyro.png
Reptyro Cryst,https://static.wikia.nocookie.net/palworld/images/7/79/Reptyro_Cryst.png
Starryon,https://static.wikia.nocookie.net/palworld/images/6/6b/Starryon.png
Starryon Primo,https://static.wikia.nocookie.net/palworld/images/c/ce/Starryon_Primo.png
Pierdon,https://static.wikia.nocookie.net/palworld/images/f/f1/Pierdon.png
Pierdon Cryst,https://static.wikia.nocookie.net/palworld/images/1/1b/Pierdon_Cryst.png
Cryolinx,https://static.wikia.nocookie.net/palworld/images/8/89/Cryolinx.png
Cryolinx Terra,https://static.wikia.nocookie.net/palworld/images/0/0e/Cryolinx_Terra.png
Snugloo,https://static.wikia.nocookie.net/palworld/images/b/b7/Snugloo.png
Wumpo,https://static.wikia.nocookie.net/palworld/images/9/9b/Wumpo.png
Wumpo Botan,https://static.wikia.nocookie.net/palworld/images/a/a2/Wumpo_Botan.png
Sootseer,https://static.wikia.nocookie.net/palworld/images/f/f0/Sootseer.png
Carnibora,https://static.wikia.nocookie.net/palworld/images/f/f3/Carnibora.png
Blazamut,https://static.wikia.nocookie.net/palworld/images/0/00/Blazamut.png
Blazamut Ryu,https://static.wikia.nocookie.net/palworld/images/d/d9/Blazamut_Ryu.png
Dualith,https://static.wikia.nocookie.net/palworld/images/a/a1/Dualith.png
Dualith Noct,https://static.wikia.nocookie.net/palworld/images/f/fc/Dualith_Noct.png
Anubis,https://static.wikia.nocookie.net/palworld/images/2/26/Anubis.png
Sekhmet,https://static.wikia.nocookie.net/palworld/images/9/9a/Sekhmet.png
Prixter,https://static.wikia.nocookie.net/palworld/images/d/dd/Prixter.png
Prixter Lux,https://static.wikia.nocookie.net/palworld/images/6/60/Prixter_Lux.png
Tetroise,https://static.wikia.nocookie.net/palworld/images/8/88/Tetroise.png
Tetroise Primo,https://static.wikia.nocookie.net/palworld/images/4/4a/Tetroise_Primo.png
Nyafia,https://static.wikia.nocookie.net/palworld/images/d/d9/Nyafia.png
Mimog,https://static.wikia.nocookie.net/palworld/images/d/d6/Mimog.png
Xenovader,https://static.wikia.nocookie.net/palworld/images/a/a4/Xenovader.png
Xenogard,https://static.wikia.nocookie.net/palworld/images/b/b2/Xenogard.png
Prunelia,https://static.wikia.nocookie.net/palworld/images/7/72/Prunelia.png
Nitemary,https://static.wikia.nocookie.net/palworld/images/5/55/Nitemary.png
Nitemary Botan,https://static.wikia.nocookie.net/palworld/images/e/e7/Nitemary_Botan.png
Smokie,https://static.wikia.nocookie.net/palworld/images/1/1f/Smokie.png
Smokie Cryst,https://static.wikia.nocookie.net/palworld/images/e/e6/Smokie_Cryst.png
Omascul,https://static.wikia.nocookie.net/palworld/images/9/9f/Omascul.png
Whalaska,https://static.wikia.nocookie.net/palworld/images/c/c1/Whalaska.png
Whalaska Ignis,https://static.wikia.nocookie.net/palworld/images/b/b9/Whalaska_Ignis.png
Verdash,https://static.wikia.nocookie.net/palworld/images/c/c5/Verdash.png
Splatterina,https://static.wikia.nocookie.net/palworld/images/c/c9/Splatterina.png
Gildane,https://static.wikia.nocookie.net/palworld/images/4/42/Gildane.png
Dogen,https://static.wikia.nocookie.net/palworld/images/1/13/Dogen.png
Bulldosu,https://static.wikia.nocookie.net/palworld/images/3/3b/Bulldosu.png
Celesdir,https://static.wikia.nocookie.net/palworld/images/b/bc/Celesdir.png
Celesdir Noct,https://static.wikia.nocookie.net/palworld/images/8/84/Celesdir_Noct.png
Astegon,https://static.wikia.nocookie.net/palworld/images/4/48/Astegon.png
Knocklem,https://static.wikia.nocookie.net/palworld/images/3/3c/Knocklem.png
Knocklem Ignis,https://static.wikia.nocookie.net/palworld/images/1/1a/Knocklem_Ignis.png
Silvegis,https://static.wikia.nocookie.net/palworld/images/0/00/Silvegis.png
Azurmane,https://static.wikia.nocookie.net/palworld/images/6/68/Azurmane.png
Valentail,https://static.wikia.nocookie.net/palworld/images/f/f5/Valentail.png
Snock,https://static.wikia.nocookie.net/palworld/images/8/8a/Snock.png
Snock Lux,https://static.wikia.nocookie.net/palworld/images/7/76/Snock_Lux.png
Souffline,https://static.wikia.nocookie.net/palworld/images/9/93/Souffline.png
Lapiron,https://static.wikia.nocookie.net/palworld/images/c/ce/Lapiron.png
Hoodle,https://static.wikia.nocookie.net/palworld/images/f/f6/Hoodle.png
Slowatt,https://static.wikia.nocookie.net/palworld/images/c/ce/Slowatt.png
Bakemi,https://static.wikia.nocookie.net/palworld/images/6/69/Bakemi.png
Solmora,https://static.wikia.nocookie.net/palworld/images/e/e3/Solmora.png
Solmora Lux,https://static.wikia.nocookie.net/palworld/images/b/bc/Solmora_Lux.png
Lapure,https://static.wikia.nocookie.net/palworld/images/8/87/Lapure.png
Eidrolon,https://static.wikia.nocookie.net/palworld/images/f/f0/Eidrolon.png
Eidrolon Ignis,https://static.wikia.nocookie.net/palworld/images/f/f9/Eidrolon_Ignis.png
Dynamoff,https://static.wikia.nocookie.net/palworld/images/b/ba/Dynamoff.png
Tropicaw,https://static.wikia.nocookie.net/palworld/images/c/c6/Tropicaw.png
Flaracle,https://static.wikia.nocookie.net/palworld/images/1/11/Flaracle.png
Ophydia,https://static.wikia.nocookie.net/palworld/images/1/15/Ophydia.png
Dupin,https://static.wikia.nocookie.net/palworld/images/7/79/Dupin.png
Roujay,https://static.wikia.nocookie.net/palworld/images/7/72/Roujay.png
Venusa,https://static.wikia.nocookie.net/palworld/images/7/7b/Venusa.png
Mycora,https://static.wikia.nocookie.net/palworld/images/9/9e/Mycora.png
Loomen,https://static.wikia.nocookie.net/palworld/images/9/9e/Loomen.png
Wistella,https://static.wikia.nocookie.net/palworld/images/b/bd/Wistella.png
Solenne,https://static.wikia.nocookie.net/palworld/images/d/d2/Solenne.png
Renjishi,https://static.wikia.nocookie.net/palworld/images/5/57/Renjishi.png
Aegidron,https://static.wikia.nocookie.net/palworld/images/b/b3/Aegidron.png
Grizzbolt,https://static.wikia.nocookie.net/palworld/images/d/dd/Grizzbolt.png
Lyleen,https://static.wikia.nocookie.net/palworld/images/2/2b/Lyleen.png
Lyleen Noct,https://static.wikia.nocookie.net/palworld/images/a/a0/Lyleen_Noct.png
Orserk,https://static.wikia.nocookie.net/palworld/images/1/14/Orserk.png
Faleris,https://static.wikia.nocookie.net/palworld/images/8/84/Faleris.png
Faleris Aqua,https://static.wikia.nocookie.net/palworld/images/2/22/Faleris_Aqua.png
Shadowbeak,https://static.wikia.nocookie.net/palworld/images/1/16/Shadowbeak.png
Selyne,https://static.wikia.nocookie.net/palworld/images/1/17/Selyne.png
Bastigor,https://static.wikia.nocookie.net/palworld/images/4/4f/Bastigor.png
Shaolong,https://static.wikia.nocookie.net/palworld/images/7/77/Colossal_Wyrm.png
Silvance,https://static.wikia.nocookie.net/palworld/images/a/ac/Silvance.png
Dandilord,https://static.wikia.nocookie.net/palworld/images/b/b1/Dandilord.png
Bellanoir,https://static.wikia.nocookie.net/palworld/images/8/8a/Bellanoir.png
Bellanoir Libero,https://static.wikia.nocookie.net/palworld/images/c/c0/Bellanoir_Libero.png
Xenolord,https://static.wikia.nocookie.net/palworld/images/9/90/Xenolord.png
Hartalis,https://static.wikia.nocookie.net/palworld/images/7/74/Hartalis.png
Paladius,https://static.wikia.nocookie.net/palworld/images/b/b8/Paladius.png
Necromus,https://static.wikia.nocookie.net/palworld/images/2/20/Necromus.png
Frostallion,https://static.wikia.nocookie.net/palworld/images/4/4f/Frostallion.png
Frostallion Noct,https://static.wikia.nocookie.net/palworld/images/b/b7/Frostallion_Noct.png
Neptilius,https://static.wikia.nocookie.net/palworld/images/f/fb/Neptilius.png
Jetragon,https://static.wikia.nocookie.net/palworld/images/f/fd/Jetragon.png
Panthalus,https://static.wikia.nocookie.net/palworld/images/8/81/Panthalus.png
No Image,https://consultix.radiantthemes.com/demo-nine/wp-content/themes/consultix/images/no-image-found-360x250.png
